,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
626,LP006135,Male,Yes,1,Graduate,No,4221,1452.8,136.8,360.0,1.0,Rural,0
627,LP006136,Male,Yes,0,Graduate,No,3116,3184.9,170.9,360.0,1.0,Urban,1
628,LP006137,Male,Yes,0,Graduate,No,1767,1996.2,86.5,360.0,1.0,Urban,1
629,LP006138,Male,Yes,2,Not Graduate,No,3431,220.2,118.4,360.0,1.0,Semiurban,1
630,LP006139,Male,No,0,Graduate,No,4950,2230.4,,360.0,1.0,Semiurban,0
631,LP006140,Female,No,1,Graduate,No,4380,0.0,78.3,360.0,1.0,Semiurban,0
632,LP006141,Male,No,0,Not Graduate,No,3976,0.0,26.4,120.0,1.0,Semiurban,1
633,LP006142,Male,Yes,2,Not Graduate,No,2189,1550.9,106.5,180.0,1.0,Semiurban,1
634,LP006143,Male,Yes,0,Not Graduate,No,2210,2052.2,108.0,360.0,1.0,Rural,1
635,LP006144,Male,No,0,Graduate,No,1866,33950.0,92.3,360.0,1.0,Urban,0
636,LP006145,Male,No,0,Graduate,Yes,10960,0.0,82.8,360.0,1.0,Urban,0
637,LP006146,Male,Yes,0,Graduate,No,4173,3152.6,209.5,360.0,1.0,Semiurban,1
638,LP006147,Female,No,0,Graduate,No,4500,0.0,109.0,360.0,1.0,Semiurban,0
639,LP006148,Male,No,0,Not Graduate,Yes,2616,2239.0,95.7,360.0,1.0,Rural,1
640,LP006149,Female,No,1,Not Graduate,,5313,0.0,141.7,360.0,1.0,Semiurban,1
641,LP006150,Female,Yes,0,Graduate,No,3310,2790.5,110.3,360.0,,Semiurban,1
642,LP006151,Female,No,0,Graduate,No,6131,0.0,158.3,360.0,1.0,Urban,1
643,LP006152,Male,No,1,Graduate,No,3087,1963.0,114.9,180.0,0.0,Urban,0
644,LP006153,Male,Yes,1,Graduate,No,2751,1858.5,124.9,480.0,1.0,Semiurban,1
645,LP006154,Male,Yes,1,Graduate,No,1624,1784.2,92.6,360.0,1.0,Urban,1
646,LP006155,Male,Yes,0,Graduate,No,7781,0.0,290.9,360.0,1.0,Urban,0
647,LP006156,Male,No,0,Not Graduate,No,2262,1463.7,104.6,480.0,0.0,Urban,0
648,LP006157,Male,Yes,2,Graduate,No,4438,1329.0,151.5,360.0,1.0,Semiurban,1
649,LP006158,Male,Yes,3+,Graduate,Yes,5695,1447.0,100.9,360.0,1.0,Rural,1
650,LP006159,Male,Yes,3+,Graduate,No,4508,0.0,108.4,360.0,1.0,Semiurban,1
651,LP006160,Female,No,1,Graduate,No,2808,1614.3,86.7,360.0,1.0,Urban,1
652,LP006161,Male,Yes,0,Graduate,No,6241,2155.6,215.4,360.0,1.0,Rural,1
653,LP006162,Male,No,0,Graduate,No,1857,1273.0,45.8,360.0,1.0,Urban,1
654,LP006163,Male,No,0,Graduate,No,4655,0.0,92.1,360.0,1.0,Semiurban,1
655,LP006164,Female,No,0,Not Graduate,No,2768,0.0,72.1,,0.0,Urban,0
656,LP006165,Male,Yes,1,Graduate,Yes,10583,3787.9,151.9,180.0,0.0,Urban,0
657,LP006166,Male,No,0,Graduate,,5480,0.0,114.1,360.0,1.0,Semiurban,1
658,LP006167,Male,Yes,2,Graduate,No,4286,1784.9,128.6,360.0,1.0,Semiurban,1
659,LP006168,Male,No,0,Not Graduate,No,3408,0.0,113.8,360.0,1.0,Rural,1
660,LP006169,Male,Yes,0,Not Graduate,No,2503,3871.9,,180.0,1.0,Urban,0
661,LP006170,Male,Yes,0,Graduate,No,2976,2407.1,126.8,360.0,1.0,Semiurban,1
662,LP006171,Male,Yes,0,Not Graduate,No,1915,1022.5,94.9,360.0,1.0,Semiurban,1
663,LP006172,Male,Yes,2,Graduate,No,6588,1699.7,230.7,300.0,1.0,Semiurban,1
664,LP006173,Male,Yes,3+,Graduate,No,4856,1773.0,178.4,360.0,0.0,Urban,1
665,LP006174,Male,Yes,0,Graduate,No,2461,1977.1,54.5,360.0,,Rural,1
666,LP006175,Male,Yes,0,Not Graduate,No,4191,1492.3,126.8,300.0,1.0,Semiurban,1
667,LP006176,Male,Yes,0,Graduate,No,7829,8345.5,189.1,300.0,,Rural,1
668,LP006177,Male,Yes,2,Graduate,No,9928,0.0,117.4,360.0,1.0,Urban,1
669,LP006178,Female,No,0,Not Graduate,No,2149,0.0,71.9,360.0,1.0,Rural,1
670,LP006179,Female,No,0,Graduate,No,4161,0.0,117.2,360.0,0.0,Semiurban,0
671,LP006180,Male,Yes,2,Graduate,Yes,5357,4253.3,275.1,360.0,1.0,Urban,1
672,LP006181,Male,No,0,Graduate,Yes,6408,0.0,141.8,360.0,1.0,Rural,1
673,LP006182,Male,,,Graduate,No,4913,0.0,162.2,480.0,1.0,Semiurban,1
674,LP006183,Female,No,0,Graduate,Yes,8024,0.0,185.1,360.0,1.0,Rural,0
675,LP006184,Male,Yes,1,Graduate,Yes,2146,0.0,68.6,300.0,0.0,Rural,0
676,LP006185,Male,Yes,0,Graduate,No,16161,0.0,442.4,360.0,1.0,Semiurban,1
677,LP006186,Male,Yes,1,Graduate,No,4226,1529.3,128.4,360.0,1.0,Rural,0
678,LP006187,Male,Yes,2,Graduate,No,4387,1426.0,171.8,360.0,1.0,Rural,1
679,LP006188,Male,No,0,Graduate,Yes,11919,0.0,81.9,360.0,1.0,Urban,0
680,LP006189,Male,Yes,1,Graduate,No,18146,0.0,530.2,360.0,1.0,Urban,0
681,LP006190,Female,No,0,Graduate,No,7133,0.0,127.8,360.0,1.0,Rural,1
682,LP006191,Male,Yes,2,Not Graduate,No,2429,1271.8,130.3,360.0,0.0,Rural,0
683,LP006192,Male,Yes,2,Graduate,No,1332,1098.5,16.2,120.0,1.0,Urban,1
684,LP006193,Female,No,0,Graduate,No,2844,0.0,101.8,360.0,1.0,Semiurban,1
685,LP006194,Male,Yes,1,Graduate,No,1473,1478.5,32.9,360.0,1.0,Urban,1
686,LP006195,Male,Yes,0,Graduate,No,7928,0.0,250.0,360.0,1.0,Urban,0
687,LP006196,Male,No,0,Graduate,Yes,10247,0.0,82.2,360.0,1.0,Urban,0
688,LP006197,Male,No,0,Graduate,No,2310,2447.5,143.9,360.0,1.0,Semiurban,1
689,LP006198,Male,No,0,Graduate,No,1879,1915.3,73.6,360.0,1.0,Urban,1
690,LP006199,Male,No,3+,Graduate,No,12269,2886.2,333.0,360.0,1.0,Rural,0
691,LP006200,Male,No,0,Not Graduate,No,2307,1651.2,141.3,360.0,1.0,Semiurban,1
692,LP006201,Male,Yes,1,Graduate,No,1813,2248.6,108.2,360.0,1.0,Rural,1
693,LP006202,Female,Yes,0,Graduate,No,3650,1379.2,147.7,360.0,1.0,Semiurban,1
694,LP006203,Male,Yes,1,Graduate,No,5791,0.0,44.2,360.0,1.0,Urban,1
695,LP006204,Female,No,0,Graduate,No,3475,0.0,89.3,,1.0,Urban,1
696,LP006205,Female,No,0,Graduate,No,2636,0.0,61.9,360.0,1.0,Rural,1
697,LP006206,Male,Yes,2,Graduate,No,4070,0.0,89.7,360.0,1.0,Semiurban,1
698,LP006207,Female,Yes,0,Graduate,Yes,5711,0.0,103.1,360.0,0.0,Rural,0
699,LP006208,Male,Yes,2,Not Graduate,Yes,2166,1833.8,102.1,360.0,1.0,Semiurban,1
700,LP006209,Female,No,0,Graduate,No,3293,0.0,28.7,360.0,1.0,Urban,1
701,LP006210,Male,No,0,Graduate,No,3568,3064.6,86.3,360.0,1.0,Rural,1
702,LP006211,Male,Yes,0,Not Graduate,No,3646,3782.8,147.4,,0.0,Rural,0
703,LP006212,Male,No,0,Not Graduate,No,2323,1525.9,100.7,480.0,0.0,Urban,0
704,LP006213,Male,Yes,0,Graduate,No,2355,2312.8,113.8,360.0,1.0,Semiurban,1
705,LP006214,,Yes,0,Graduate,No,3320,2291.5,140.8,360.0,0.0,Semiurban,0
706,LP006215,Male,Yes,2,Not Graduate,Yes,2029,1772.7,95.3,360.0,1.0,Semiurban,1
707,LP006216,Female,No,0,Graduate,No,4357,0.0,116.1,360.0,1.0,Semiurban,0
708,LP006217,Male,No,0,Not Graduate,No,3548,0.0,83.5,36.0,1.0,Semiurban,0
709,LP006218,Male,No,0,Graduate,No,5882,4768.4,202.2,360.0,0.0,Rural,0
710,LP006219,Female,No,0,Graduate,No,9226,1636.3,234.5,360.0,1.0,Rural,0
711,LP006220,Male,Yes,2,Graduate,,5312,0.0,75.4,360.0,0.0,Semiurban,0
712,LP006221,Male,No,0,Graduate,No,4886,0.0,118.6,360.0,0.0,Rural,1
713,LP006222,Male,Yes,2,Not Graduate,No,3458,1909.7,100.5,360.0,,Semiurban,1
714,LP006223,Male,Yes,,Graduate,No,5464,2572.6,175.4,360.0,1.0,Rural,1
715,LP006224,Male,Yes,2,Graduate,Yes,7183,0.0,,360.0,0.0,Rural,0
716,LP006225,Female,Yes,2,Graduate,No,13721,0.0,74.6,360.0,1.0,Urban,1
717,LP006226,Male,No,0,Graduate,Yes,10238,0.0,80.9,360.0,1.0,Urban,0
718,LP006227,Male,Yes,1,Graduate,No,2374,1360.4,79.3,360.0,,Urban,1
719,LP006228,Female,No,0,Graduate,No,4348,2776.2,150.8,480.0,1.0,Rural,0
720,LP006229,Male,Yes,3+,Graduate,No,40756,0.0,573.1,180.0,0.0,Semiurban,1
721,LP006230,Male,Yes,0,Graduate,,62997,0.0,510.8,180.0,1.0,Urban,1
722,LP006231,Male,Yes,2,Graduate,No,9346,0.0,107.5,360.0,1.0,Urban,1
723,LP006232,Male,No,0,Graduate,No,4868,0.0,129.9,360.0,0.0,Rural,1
724,LP006233,Male,No,0,Graduate,No,5746,0.0,150.8,360.0,1.0,Rural,1
725,LP006234,Male,Yes,1,Graduate,Yes,3118,0.0,100.2,360.0,1.0,Semiurban,1
726,LP006235,Male,Yes,1,Graduate,Yes,2375,0.0,67.6,300.0,0.0,Rural,0
727,LP006236,Female,No,1,Graduate,Yes,8328,0.0,149.0,360.0,1.0,Semiurban,1
728,LP006237,Male,No,0,Not Graduate,No,1462,0.0,35.7,360.0,1.0,Urban,0
729,LP006238,Male,Yes,0,Graduate,No,6847,8123.9,181.0,300.0,,Rural,1
730,LP006239,Female,Yes,0,Not Graduate,No,2031,1622.4,95.1,360.0,1.0,Semiurban,1
731,LP006240,Male,Yes,0,Graduate,No,2839,2011.7,127.2,360.0,1.0,Semiurban,1
732,LP006241,,Yes,0,Graduate,No,16446,0.0,103.9,360.0,1.0,Semiurban,1
733,LP006242,Male,Yes,0,Graduate,Yes,9971,0.0,185.2,360.0,1.0,Rural,1
734,LP006243,Male,Yes,1,Graduate,No,6054,4536.7,311.7,360.0,,Urban,1
735,LP006244,Female,No,0,Graduate,,2540,1528.2,120.8,360.0,1.0,Urban,1
736,LP006245,Female,No,0,Graduate,No,5387,2523.8,156.8,480.0,1.0,Rural,0
737,LP006246,Male,Yes,3+,Graduate,No,2564,2109.5,87.6,360.0,1.0,Rural,1
738,LP006247,Female,No,0,Graduate,No,2288,0.0,46.0,360.0,1.0,Rural,0
739,LP006248,Female,No,1,Graduate,No,2854,1338.2,87.7,360.0,1.0,Urban,1
740,LP006249,Male,No,0,Graduate,No,3588,0.0,122.9,360.0,1.0,Semiurban,0
741,LP006250,Male,Yes,1,Graduate,No,6211,7360.8,181.3,360.0,0.0,Urban,0
742,LP006251,Male,Yes,2,Graduate,No,4679,0.0,147.8,360.0,1.0,Semiurban,1
743,LP006252,Male,Yes,3+,Not Graduate,No,3679,1007.5,103.8,360.0,1.0,Semiurban,1
744,LP006253,Male,Yes,1,Graduate,No,5769,0.0,45.6,360.0,1.0,Urban,1
745,LP006254,Male,Yes,2,Not Graduate,No,2562,1276.2,127.2,360.0,0.0,Rural,0
746,LP006255,Male,No,0,Graduate,No,2282,0.0,74.9,360.0,1.0,Urban,0
747,LP006256,Female,No,1,Graduate,Yes,8065,0.0,154.9,360.0,1.0,Semiurban,1
748,LP006257,Male,Yes,0,Graduate,No,2933,3055.2,142.4,360.0,1.0,Urban,1
749,LP006258,Male,No,0,Graduate,Yes,4743,0.0,130.9,360.0,1.0,Semiurban,1
750,LP006259,Male,Yes,1,Graduate,No,6450,4480.5,308.4,360.0,,Urban,1
751,LP006260,Male,Yes,2,Not Graduate,No,3313,2046.6,121.0,360.0,1.0,Urban,1
752,LP006261,Female,No,0,Graduate,No,7264,0.0,118.4,360.0,1.0,Rural,1
753,LP006262,Female,No,0,Graduate,No,5860,0.0,144.5,360.0,1.0,Urban,1
754,LP006263,Male,Yes,0,Graduate,No,3350,2371.8,140.6,360.0,1.0,Rural,1
755,LP006264,Male,Yes,2,Not Graduate,No,4325,3224.1,142.4,180.0,1.0,Urban,1
756,LP006265,Male,Yes,2,Graduate,Yes,18453,0.0,425.0,360.0,1.0,Rural,1
757,LP006266,Male,No,0,Graduate,Yes,5033,0.0,132.7,360.0,1.0,Semiurban,1
758,LP006267,Male,Yes,2,Graduate,No,4018,1633.8,120.2,360.0,1.0,Semiurban,1
759,LP006268,Male,No,0,Graduate,Yes,4846,0.0,142.2,360.0,1.0,Semiurban,1
760,LP006269,Male,Yes,0,Graduate,No,4009,2960.2,168.8,360.0,1.0,Semiurban,1
761,LP006270,Male,Yes,0,Graduate,No,1826,1851.4,94.2,360.0,1.0,Urban,1
762,LP006271,Female,No,0,Graduate,No,2395,0.0,52.0,360.0,1.0,Rural,1
763,LP006272,Male,No,0,Graduate,Yes,4938,0.0,136.5,360.0,1.0,Semiurban,1
764,LP006273,Male,Yes,3+,Not Graduate,Yes,6164,0.0,132.6,360.0,1.0,Rural,1
765,LP006274,Male,No,0,Graduate,No,3479,0.0,73.7,360.0,1.0,Urban,0
766,LP006275,Male,Yes,0,Graduate,No,8986,0.0,224.3,360.0,1.0,Semiurban,1
767,LP006276,Male,Yes,0,Graduate,No,3720,3300.9,177.0,,1.0,Rural,1
768,LP006277,Male,Yes,1,Graduate,No,1918,0.0,64.8,360.0,,Rural,0
769,LP006278,Male,Yes,1,Graduate,No,1549,1392.6,30.0,360.0,1.0,Urban,1
770,LP006279,Male,No,0,Graduate,No,3436,4830.7,171.5,360.0,1.0,Urban,0
771,LP006280,Female,No,0,Graduate,No,5107,2318.8,145.2,480.0,1.0,Rural,0
772,LP006281,Male,Yes,3+,Graduate,No,35823,0.0,605.1,180.0,0.0,Semiurban,1
773,LP006282,Male,Yes,1,Not Graduate,No,2401,2452.7,,360.0,1.0,Rural,1
774,LP006283,,No,0,Graduate,No,3674,0.0,94.3,360.0,1.0,Urban,0
775,LP006284,Male,No,0,Graduate,No,3262,0.0,71.8,360.0,1.0,Urban,0
776,LP006285,Male,Yes,2,Graduate,No,5583,5320.7,111.7,360.0,1.0,Rural,1
777,LP006286,Female,No,1,Graduate,No,2810,1524.1,94.3,360.0,1.0,Urban,1
778,LP006287,Male,Yes,3+,Graduate,No,4204,1724.7,158.9,360.0,0.0,Urban,1
779,LP006288,Male,Yes,1,Graduate,No,5620,0.0,41.6,360.0,1.0,Urban,1
780,LP006289,Female,Yes,0,Not Graduate,No,1925,1638.9,98.6,360.0,1.0,Semiurban,1
781,LP006290,Male,Yes,0,Graduate,No,6024,0.0,141.8,360.0,1.0,Rural,1
782,LP006291,Male,Yes,2,Graduate,Yes,7743,6845.3,480.7,360.0,1.0,Rural,1
783,LP006292,Male,Yes,0,Graduate,No,4015,2222.3,135.3,360.0,1.0,Semiurban,1
784,LP006293,Male,Yes,1,Graduate,No,4392,2855.4,172.4,84.0,1.0,Rural,0
785,LP006294,Female,No,1,Graduate,No,3516,0.0,145.1,36.0,1.0,Semiurban,0
786,LP006295,Male,No,0,Graduate,No,3948,2326.4,146.6,360.0,1.0,Rural,1
787,LP006296,Male,Yes,2,Graduate,No,3128,1351.6,103.3,360.0,1.0,Urban,1
788,LP006297,Male,No,0,Graduate,No,3632,0.0,82.9,300.0,1.0,Semiurban,1
789,LP006298,Male,Yes,0,Graduate,No,2483,2226.0,59.8,360.0,,Rural,1
790,LP006299,Male,No,0,Graduate,No,2965,0.0,69.2,360.0,1.0,Semiurban,1
791,LP006300,Male,No,0,Graduate,No,1831,1939.7,50.9,360.0,1.0,Semiurban,1
792,LP006301,Male,No,0,Not Graduate,No,3519,1160.5,98.6,360.0,1.0,Rural,0
793,LP006302,Male,No,0,Not Graduate,No,6236,0.0,132.4,360.0,1.0,Semiurban,1
794,LP006303,Male,Yes,0,Graduate,No,5960,4437.9,183.7,360.0,1.0,Semiurban,1
795,LP006304,Female,Yes,0,Not Graduate,No,1896,1598.0,96.0,360.0,1.0,Semiurban,1
796,LP006305,Male,No,0,Graduate,,3011,2122.8,124.0,360.0,1.0,Rural,1
797,LP006306,Male,No,0,Not Graduate,Yes,5625,0.0,143.2,360.0,1.0,Semiurban,1
798,LP006307,Male,Yes,1,Graduate,No,5379,1035.1,26.3,360.0,1.0,Semiurban,1
799,LP006308,Male,Yes,0,Graduate,No,3360,2045.0,101.4,360.0,0.0,Urban,0
800,LP006309,Male,Yes,0,Graduate,No,4063,766.6,124.7,360.0,1.0,Semiurban,1
801,LP006310,Female,No,1,Not Graduate,,5162,0.0,132.6,360.0,1.0,Semiurban,1
802,LP006311,Male,Yes,0,Graduate,No,4466,0.0,119.4,360.0,1.0,Urban,1
803,LP006312,Female,No,0,Graduate,No,2606,0.0,56.7,360.0,1.0,Rural,1
804,LP006313,Male,Yes,1,Graduate,No,2732,1834.7,149.3,360.0,0.0,Rural,0
805,LP006314,Female,No,3+,Not Graduate,No,1696,0.0,,360.0,0.0,Urban,0
806,LP006315,Female,No,,Graduate,No,5173,0.0,140.6,480.0,0.0,Urban,0
807,LP006316,Male,No,0,Not Graduate,No,1345,0.0,35.3,360.0,1.0,Urban,0
808,LP006317,Male,Yes,2,Graduate,No,5705,0.0,136.2,360.0,1.0,Urban,1
809,LP006318,Male,Yes,0,Graduate,No,3215,3160.6,93.2,300.0,,Urban,1
810,LP006319,Male,Yes,0,Graduate,No,6746,0.0,125.3,360.0,1.0,Semiurban,1
811,LP006320,Female,Yes,1,Graduate,No,4195,0.0,133.0,360.0,1.0,Urban,1
812,LP006321,Male,Yes,1,Not Graduate,No,2625,2483.8,,360.0,1.0,Rural,1
813,LP006322,Male,No,0,Graduate,Yes,7577,0.0,133.3,360.0,1.0,Rural,1
814,LP006323,Male,Yes,2,Graduate,No,12052,1117.2,217.3,360.0,1.0,Urban,1
815,LP006324,Male,No,0,Graduate,No,5220,0.0,,360.0,1.0,Urban,1
816,LP006325,Male,Yes,2,Graduate,No,5868,0.0,125.3,360.0,1.0,Urban,1
817,LP006326,Male,Yes,2,Graduate,No,4176,1398.6,158.0,360.0,1.0,Rural,1
818,LP006327,Male,Yes,2,Not Graduate,No,4151,1361.5,134.4,360.0,1.0,Rural,0
819,LP006328,Male,Yes,0,Graduate,No,2454,0.0,80.5,360.0,,Urban,1
820,LP006329,Male,Yes,1,Graduate,No,13818,0.0,185.5,180.0,1.0,Rural,1
821,LP006330,Female,No,0,Graduate,No,5001,0.0,135.0,360.0,1.0,Rural,1
822,LP006331,Female,No,2,Graduate,,4054,2215.7,121.5,360.0,1.0,Semiurban,1
823,LP006332,Male,Yes,,Graduate,No,5843,2535.0,161.2,360.0,1.0,Rural,1
824,LP006333,Male,Yes,1,Graduate,,3728,2889.3,142.3,360.0,,Semiurban,0
825,LP006334,Male,No,0,Graduate,No,2978,5811.1,160.9,60.0,1.0,Urban,1
826,LP006335,Male,Yes,0,Graduate,No,5573,2014.2,220.1,360.0,1.0,Rural,1
827,LP006336,Male,Yes,0,Graduate,No,2114,6074.1,72.9,180.0,1.0,Semiurban,0
828,LP006337,Male,Yes,0,Graduate,No,3091,2302.0,133.8,360.0,1.0,Rural,0
829,LP006338,,No,0,Graduate,No,4993,0.0,84.6,360.0,1.0,Semiurban,1
830,LP006339,Male,Yes,0,Graduate,No,2138,2247.7,109.1,360.0,1.0,Semiurban,1
831,LP006340,Female,Yes,2,Graduate,No,15501,0.0,66.9,360.0,1.0,Urban,1
832,LP006341,Male,Yes,3+,Graduate,,4632,1181.7,113.5,360.0,1.0,Urban,1
833,LP006342,Male,Yes,3+,Not Graduate,No,3299,0.0,111.0,360.0,1.0,Rural,1
834,LP006343,Male,No,0,Graduate,Yes,6076,4406.8,130.1,180.0,1.0,Urban,0
835,LP006344,Male,Yes,0,Graduate,No,3245,1271.5,85.9,360.0,1.0,Urban,1
836,LP006345,Female,No,0,Graduate,No,3155,0.0,76.9,360.0,0.0,Urban,0
837,LP006346,Male,Yes,3+,Graduate,No,4413,0.0,95.4,360.0,1.0,Semiurban,1
838,LP006347,Male,Yes,2,Graduate,No,3534,2046.2,151.6,360.0,1.0,Urban,1
839,LP006348,Male,Yes,0,Graduate,No,2998,3052.5,92.7,300.0,,Urban,1
840,LP006349,Male,Yes,0,Graduate,No,2943,2025.4,105.7,360.0,0.0,Urban,0
841,LP006350,Male,No,0,Graduate,Yes,6663,0.0,135.3,360.0,1.0,Rural,1
842,LP006351,Male,Yes,0,Graduate,No,3422,1970.9,123.1,360.0,1.0,Rural,1
843,LP006352,,Yes,3+,Graduate,No,52958,0.0,672.5,300.0,1.0,Urban,1
844,LP006353,Male,No,0,Graduate,No,3279,0.0,88.5,360.0,1.0,Semiurban,1
845,LP006354,Male,Yes,3+,Not Graduate,Yes,5852,0.0,143.2,360.0,1.0,Rural,1
846,LP006355,Male,Yes,3+,Graduate,No,40413,0.0,613.3,180.0,0.0,Semiurban,1
847,LP006356,Female,Yes,0,Graduate,No,2721,493.3,123.1,360.0,1.0,Semiurban,1
848,LP006357,Male,Yes,0,Graduate,No,3147,3239.3,55.5,180.0,1.0,Semiurban,1
849,LP006358,Male,Yes,0,Graduate,No,2413,3341.3,167.0,360.0,1.0,Semiurban,1
850,LP006359,Male,Yes,0,Graduate,No,1776,1857.2,100.0,360.0,1.0,Urban,1
851,LP006360,Female,Yes,1,Graduate,Yes,11682,0.0,297.5,360.0,0.0,Urban,0
852,LP006361,Male,Yes,1,Graduate,No,5630,0.0,45.4,360.0,1.0,Urban,1
853,LP006362,Male,Yes,0,Graduate,No,14750,2322.0,307.9,360.0,1.0,Rural,0
854,LP006363,Female,No,1,Graduate,Yes,9191,0.0,150.0,360.0,1.0,Semiurban,1
855,LP006364,Male,Yes,3+,Graduate,No,4564,0.0,105.4,360.0,1.0,Semiurban,1
856,LP006365,Male,No,0,Graduate,No,5999,0.0,,360.0,1.0,Urban,1
857,LP006366,Female,Yes,0,Graduate,No,2538,501.9,117.5,360.0,1.0,Semiurban,1
858,LP006367,Female,Yes,2,Graduate,No,4141,2387.4,122.2,360.0,,Semiurban,1
859,LP006368,Male,Yes,0,Graduate,No,2684,2064.9,116.0,360.0,1.0,Semiurban,1
860,LP006369,Male,Yes,3+,Graduate,No,4309,184.0,130.2,360.0,1.0,Semiurban,1
861,LP006370,Male,No,0,Graduate,No,3339,0.0,122.3,360.0,1.0,Semiurban,0
862,LP006371,Male,Yes,0,Graduate,No,3921,3550.6,170.3,,1.0,Rural,1
863,LP006372,Male,Yes,1,Graduate,,3957,3336.0,206.5,360.0,,Urban,0
864,LP006373,Male,Yes,1,Graduate,No,3062,944.4,95.5,360.0,1.0,Urban,1
865,LP006374,Male,Yes,,Graduate,Yes,6204,4174.5,68.8,,1.0,Semiurban,1
866,LP006375,Male,Yes,1,Graduate,Yes,2955,0.0,106.3,360.0,1.0,Semiurban,1
867,LP006376,Male,Yes,0,Not Graduate,No,4596,0.0,124.7,360.0,,Rural,1
868,LP006377,Male,No,0,Graduate,Yes,5466,0.0,126.6,360.0,1.0,Semiurban,1
869,LP006378,Male,Yes,0,Graduate,No,2636,2080.8,121.3,360.0,1.0,Semiurban,1
870,LP006379,Female,Yes,1,Graduate,No,4414,0.0,141.1,360.0,1.0,Urban,1
871,LP006380,Male,Yes,0,Graduate,,3362,2410.0,132.2,360.0,1.0,Semiurban,1
872,LP006381,Male,Yes,0,Graduate,No,5802,4599.4,259.0,360.0,1.0,Semiurban,0
873,LP006382,Female,No,0,Graduate,No,9191,1622.7,226.2,360.0,1.0,Rural,0
874,LP006383,Male,Yes,0,Graduate,No,3056,3369.6,51.9,180.0,1.0,Semiurban,1
875,LP006384,Male,No,0,Graduate,,5320,0.0,108.0,360.0,1.0,Semiurban,1
876,LP006385,Male,Yes,0,Graduate,No,3337,1930.2,115.0,360.0,1.0,Rural,1
877,LP006386,Female,Yes,2,Graduate,No,15190,0.0,67.8,360.0,1.0,Urban,1
878,LP006387,Male,Yes,3+,Graduate,No,4900,0.0,102.9,360.0,1.0,Semiurban,1
879,LP006388,Male,No,0,Graduate,No,3431,0.0,70.7,360.0,1.0,Urban,1
880,LP006389,Female,No,,Graduate,No,5601,0.0,137.5,480.0,0.0,Urban,0
881,LP006390,Male,Yes,1,Graduate,No,7161,1770.2,110.9,,0.0,Urban,0
882,LP006391,Female,No,0,Graduate,No,3925,0.0,69.5,360.0,1.0,Semiurban,1
883,LP006392,Male,Yes,0,Graduate,No,2224,2145.7,,360.0,1.0,Urban,1
884,LP006393,Male,No,0,Graduate,No,2878,5341.8,171.0,60.0,1.0,Urban,1
885,LP006394,Male,Yes,2,Graduate,No,16599,0.0,280.3,360.0,1.0,Urban,1
886,LP006395,Male,No,2,Graduate,No,4592,0.0,125.4,360.0,1.0,Rural,1
887,LP006396,Male,No,0,Graduate,No,4373,2018.4,,360.0,1.0,Semiurban,0
888,LP006397,Female,Yes,2,Graduate,No,4314,2423.8,138.6,360.0,,Semiurban,1
889,LP006398,Male,Yes,3+,Graduate,No,76693,0.0,348.6,360.0,0.0,Rural,0
890,LP006399,Male,Yes,0,Graduate,No,2567,4664.1,115.1,360.0,1.0,Rural,1
891,LP006400,Male,Yes,2,Graduate,No,4118,1617.2,186.0,360.0,1.0,Urban,1
892,LP006401,Male,Yes,1,Graduate,No,2870,1054.6,101.7,360.0,1.0,Urban,1
893,LP006402,Male,No,0,Graduate,No,3888,0.0,117.0,480.0,1.0,Urban,0
894,LP006403,Male,No,0,Not Graduate,No,3375,0.0,25.9,120.0,1.0,Semiurban,1
895,LP006404,Male,Yes,0,Not Graduate,No,3941,1534.1,122.7,300.0,1.0,Semiurban,1
896,LP006405,Male,Yes,2,Graduate,No,4258,0.0,130.2,360.0,1.0,Urban,0
897,LP006406,Female,Yes,0,Graduate,No,2348,503.5,127.3,360.0,1.0,Semiurban,1
898,LP006407,Male,Yes,3+,Graduate,No,4754,205.9,134.0,360.0,1.0,Semiurban,1
899,LP006408,Female,No,0,Graduate,No,4515,0.0,71.7,360.0,1.0,Semiurban,1
900,LP006409,Male,Yes,2,Not Graduate,No,3599,248.2,115.1,360.0,1.0,Semiurban,1
901,LP006410,Male,No,0,Not Graduate,Yes,2633,2303.1,103.6,360.0,1.0,Rural,1
902,LP006411,Male,No,0,Graduate,No,21451,0.0,461.9,360.0,1.0,Rural,0
903,LP006412,Male,No,0,Graduate,No,3619,0.0,75.2,300.0,1.0,Semiurban,1
904,LP006413,Male,Yes,,Graduate,No,5590,2709.9,185.8,360.0,1.0,Rural,1
905,LP006414,Male,Yes,1,Graduate,No,2774,1837.7,133.4,480.0,1.0,Semiurban,1
906,LP006415,Male,Yes,0,Graduate,No,6608,4537.7,247.5,360.0,,Semiurban,1
907,LP006416,Male,Yes,2,Graduate,Yes,3503,3712.9,90.3,360.0,1.0,Urban,1
908,LP006417,Male,Yes,0,Graduate,No,6786,0.0,119.2,360.0,1.0,Semiurban,1
909,LP006418,Male,No,0,Graduate,No,3539,1661.6,,360.0,1.0,Rural,1
910,LP006419,Male,No,0,Graduate,,2793,2048.9,116.7,360.0,1.0,Rural,1
